2026-06-06 19:28:15.409 MSK [7256] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:15.705 MSK [7256] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:15.705 MSK [7256] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:15.710 MSK [7256] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:15.710 MSK [7256] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:15.714 MSK [7256] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:15.714 MSK [7256] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:15.723 MSK [7256] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:15.723 MSK [7256] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:15.727 MSK [7256] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:15.727 MSK [7256] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:17.740 MSK [8380] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:17.740 MSK [8380] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:17.893 MSK [8380] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:17.893 MSK [8380] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:17.897 MSK [8380] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:17.897 MSK [8380] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:17.899 MSK [8380] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:17.899 MSK [8380] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:17.907 MSK [8380] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:17.907 MSK [8380] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:17.912 MSK [8380] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:17.912 MSK [8380] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 2 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:20.416 MSK [8800] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:20.416 MSK [8800] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:20.598 MSK [8800] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:20.598 MSK [8800] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:20.608 MSK [8800] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:20.608 MSK [8800] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:20.612 MSK [8800] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:20.612 MSK [8800] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:20.614 MSK [8800] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:20.614 MSK [8800] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:20.622 MSK [8800] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:20.622 MSK [8800] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:23.461 MSK [6528] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:23.461 MSK [6528] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:23.579 MSK [6528] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:23.579 MSK [6528] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:23.586 MSK [6528] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:23.586 MSK [6528] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:23.593 MSK [6528] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:23.593 MSK [6528] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:23.596 MSK [6528] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:23.596 MSK [6528] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:23.599 MSK [6528] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:23.599 MSK [6528] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:25.797 MSK [8228] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:25.797 MSK [8228] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:25.996 MSK [8228] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:25.996 MSK [8228] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:26.003 MSK [8228] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:26.003 MSK [8228] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:26.005 MSK [8228] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:26.005 MSK [8228] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:26.008 MSK [8228] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:26.008 MSK [8228] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:26.015 MSK [8228] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:26.015 MSK [8228] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 4 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:49.119 MSK [9600] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:49.119 MSK [9600] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE (NOT ("game_kazakhword"."embedding" IS NULL) AND NOT ("game_kazakhword"."embedding" = '[]'::jsonb AND "game_kazakhword"."embedding" IS NOT NULL)) ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:49.325 MSK [9600] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:49.325 MSK [9600] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE (NOT ("game_kazakhword"."embedding" IS NULL) AND NOT ("game_kazakhword"."embedding" = '[]'::jsonb AND "game_kazakhword"."embedding" IS NOT NULL)) ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:49.330 MSK [9600] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:49.330 MSK [9600] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE (NOT ("game_kazakhword"."embedding" IS NULL) AND NOT ("game_kazakhword"."embedding" = '[]'::jsonb AND "game_kazakhword"."embedding" IS NOT NULL)) ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:28:49.334 MSK [9600] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:49.334 MSK [9600] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE (NOT ("game_kazakhword"."embedding" IS NULL) AND NOT ("game_kazakhword"."embedding" = '[]'::jsonb AND "game_kazakhword"."embedding" IS NOT NULL)) ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:49.342 MSK [9600] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:49.342 MSK [9600] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE (NOT ("game_kazakhword"."embedding" IS NULL) AND NOT ("game_kazakhword"."embedding" = '[]'::jsonb AND "game_kazakhword"."embedding" IS NOT NULL)) ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:28:49.347 MSK [9600] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:28:49.347 MSK [9600] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE (NOT ("game_kazakhword"."embedding" IS NULL) AND NOT ("game_kazakhword"."embedding" = '[]'::jsonb AND "game_kazakhword"."embedding" IS NOT NULL)) ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:29:35.316 MSK [12084] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:29:35.316 MSK [12084] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:29:35.433 MSK [12084] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:29:35.433 MSK [12084] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:29:35.436 MSK [12084] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:29:35.436 MSK [12084] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 21
2026-06-06 19:29:35.445 MSK [12084] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:29:35.445 MSK [12084] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:29:35.450 MSK [12084] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:29:35.450 MSK [12084] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:29:35.454 MSK [12084] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† game_kazakhword.embedding РЅРµ СЃСѓС‰РµСЃС‚РІСѓРµС‚ (СЃРёРјРІРѕР» 118)
2026-06-06 19:29:35.454 MSK [12084] РћРџР•Р РђРўРћР :  SELECT "game_kazakhword"."id", "game_kazakhword"."word", "game_kazakhword"."length", "game_kazakhword"."definition", "game_kazakhword"."embedding" FROM "game_kazakhword" WHERE "game_kazakhword"."length" = 3 ORDER BY RANDOM() ASC LIMIT 1
2026-06-06 19:30:27.178 MSK [10272] СООБЩЕНИЕ:  выключение
2026-06-06 19:30:27.181 MSK [5336] СООБЩЕНИЕ:  получен запрос на быстрое выключение
2026-06-06 19:30:27.185 MSK [8240] ОШИБКА:  выполнение оператора отменено по запросу пользователя
2026-06-06 19:30:27.193 MSK [10272] СООБЩЕНИЕ:  начата контрольная точка: shutdown immediate
2026-06-06 19:30:27.196 MSK [5336] СООБЩЕНИЕ:  прерывание всех активных транзакций
2026-06-06 19:30:27.255 MSK [5336] СООБЩЕНИЕ:  фоновый процесс "logical replication launcher" (PID 8240) завершился с кодом выхода 1
2026-06-06 19:30:27.369 MSK [10272] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 1 (0.0%), записано SLRU-буферов: 0; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.006 сек., синхр.=0.001 сек., всего=0.191 сек.; синхронизировано_файлов=1, самая_долгая_синхр.=0.001 сек., средняя=0.001 сек.; расстояние=8 КБ, ожидалось=15 КБ; lsn=0/468D0F8, lsn redo=0/468D0F8
2026-06-06 19:30:27.486 MSK [5336] СООБЩЕНИЕ:  система БД выключена
2026-06-06 19:34:18.366 MSK [6796] СООБЩЕНИЕ:  запускается PostgreSQL 18.3 on x86_64-windows, compiled by msvc-19.44.35225, 64-bit
2026-06-06 19:34:18.374 MSK [6796] СООБЩЕНИЕ:  для приёма подключений по адресу IPv6 "::1" открыт порт 5432
2026-06-06 19:34:18.374 MSK [6796] СООБЩЕНИЕ:  для приёма подключений по адресу IPv4 "127.0.0.1" открыт порт 5432
2026-06-06 19:34:18.743 MSK [12260] СООБЩЕНИЕ:  работа системы БД была прервана; последний момент работы: 2026-06-06 19:33:10 MSK
2026-06-06 19:34:19.747 MSK [12260] СООБЩЕНИЕ:  система БД была остановлена нештатно; производится автоматическое восстановление
2026-06-06 19:34:19.757 MSK [12260] СООБЩЕНИЕ:  запись REDO начинается со смещения 0/468D170
2026-06-06 19:34:19.783 MSK [12260] СООБЩЕНИЕ:  неверная длина записи в позиции 0/46C69E0: ожидалось минимум 24, получено 0
2026-06-06 19:34:19.783 MSK [12260] СООБЩЕНИЕ:  записи REDO обработаны до смещения 0/46C69A8, нагрузка системы: CPU: пользов.: 0.00 с, система: 0.01 с, прошло: 0.02 с
2026-06-06 19:34:19.801 MSK [5632] СООБЩЕНИЕ:  начата контрольная точка: end-of-recovery immediate wait
2026-06-06 19:34:19.896 MSK [5632] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 56 (0.3%), записано SLRU-буферов: 3; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.015 сек., синхр.=0.030 сек., всего=0.105 сек.; синхронизировано_файлов=52, самая_долгая_синхр.=0.002 сек., средняя=0.001 сек.; расстояние=230 КБ, ожидалось=230 КБ; lsn=0/46C69E0, lsn redo=0/46C69E0
2026-06-06 19:34:19.920 MSK [6796] СООБЩЕНИЕ:  система БД готова принимать подключения
2026-06-06 19:39:19.917 MSK [5632] СООБЩЕНИЕ:  начата контрольная точка: time
2026-06-06 19:39:21.041 MSK [5632] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 10 (0.1%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=1.109 сек., синхр.=0.005 сек., всего=1.126 сек.; синхронизировано_файлов=10, самая_долгая_синхр.=0.001 сек., средняя=0.001 сек.; расстояние=40 КБ, ожидалось=211 КБ; lsn=0/46D0DF0, lsn redo=0/46D0D98
2026-06-06 19:50:47.551 MSK [5632] СООБЩЕНИЕ:  выключение
2026-06-06 19:50:47.565 MSK [5632] СООБЩЕНИЕ:  начата контрольная точка: shutdown immediate
2026-06-06 19:50:47.573 MSK [6796] СООБЩЕНИЕ:  получен запрос на быстрое выключение
